Timestamp,ID,Sensor1,Sensor2,Sensor3,Sensor4
03:17:15.939,0x101,1856,668,-36,16660
03:17:15.960,0x201,1232,141,-228,-1
03:17:15.981,0x101,1856,692,76,16704
03:17:15.002,0x201,1232,140,-215,-17
03:17:16.023,0x101,1856,672,-196,16580
03:17:16.045,0x201,1232,148,-241,-18
03:17:16.070,0x101,1856,536,-68,16920
03:17:16.093,0x201,1233,141,-200,19
03:17:16.115,0x101,1857,572,-80,16604
03:17:16.138,0x201,1232,150,-230,-5
03:17:16.159,0x101,1856,576,44,16504
03:17:16.182,0x201,1232,145,-218,-3
03:17:16.204,0x101,1857,528,-40,16728
03:17:16.227,0x201,1232,142,-214,-7
03:17:16.251,0x101,1857,656,-88,16720
03:17:16.273,0x201,1233,122,-198,1
03:17:16.295,0x101,1857,656,-104,16628
03:17:16.318,0x201,1232,156,-218,-22
03:17:16.342,0x101,1856,656,-32,16596
03:17:16.368,0x201,1233,121,-189,17
03:17:16.398,0x101,1857,612,-164,16512
03:17:16.420,0x201,1233,126,-213,-5
03:17:16.442,0x101,1856,640,-120,16800
03:17:16.464,0x201,1233,132,-205,-23
03:17:16.486,0x101,1857,696,-200,16632
03:17:16.507,0x201,1232,138,-227,-10
03:17:16.529,0x101,1857,612,-108,16740
03:17:16.552,0x201,1233,125,-238,-18
03:17:16.575,0x101,1857,572,-180,16600
03:17:16.599,0x201,1233,139,-197,-2
03:17:16.620,0x101,1857,616,-196,16584
03:17:16.641,0x201,1232,132,-231,-1
03:17:16.662,0x101,1857,680,-148,16664
03:17:16.683,0x201,1233,133,-212,-17
03:17:16.704,0x101,1857,700,-228,16788
03:17:16.727,0x201,1232,142,-229,15
03:17:16.748,0x101,1857,564,-212,16588
03:17:16.769,0x201,1232,145,-219,-11
03:17:16.790,0x101,1857,512,-224,16548
03:17:16.816,0x201,1233,155,-229,-11
03:17:16.837,0x101,1856,584,-200,16608
03:17:16.858,0x201,1232,118,-214,-15
03:17:16.880,0x101,1856,448,-140,16732
03:17:16.903,0x201,1233,141,-220,-5
03:17:16.927,0x101,1856,628,-28,16676
03:17:16.950,0x201,1233,130,-240,-4
03:17:16.973,0x101,1856,580,-44,16796
03:17:16.996,0x201,1233,103,-210,1
03:17:17.018,0x101,1857,676,-48,16744
03:17:17.040,0x201,1232,151,-220,-10
03:17:17.062,0x101,1857,504,-196,16660
03:17:17.085,0x201,1232,137,-208,-35
03:17:17.107,0x101,1856,668,-88,16676
03:17:17.127,0x201,1232,154,-216,-6
03:17:17.149,0x101,1857,568,-100,16608
03:17:17.173,0x201,1232,127,-216,-2
03:17:17.201,0x101,1857,544,-124,16828
03:17:17.224,0x201,1232,127,-245,-24
03:17:17.245,0x101,1857,532,-172,16784
03:17:17.266,0x201,1232,121,-228,-19
03:17:17.293,0x101,1856,564,-76,16780
03:17:17.320,0x201,1232,149,-248,8
03:17:17.342,0x101,1856,688,-76,16668
03:17:17.363,0x201,1232,121,-245,-3
03:17:17.384,0x101,1857,508,72,16696
03:17:17.408,0x201,1232,127,-219,-23
03:17:17.436,0x101,1857,628,-220,16696
03:17:17.458,0x201,1233,144,-226,-5
03:17:17.481,0x101,1857,700,-56,16748
03:17:17.507,0x201,1233,130,-217,-11
03:17:17.530,0x101,1857,584,-100,16756
03:17:17.554,0x201,1232,128,-205,-18
03:17:17.575,0x101,1856,660,-128,16596
03:17:17.599,0x201,1233,115,-227,-9
03:17:17.627,0x101,1857,496,-16,16636
03:17:17.650,0x201,1232,134,-231,-13
03:17:17.673,0x101,1857,584,-144,16664
03:17:17.695,0x201,1233,97,-226,-7
03:17:17.716,0x101,1856,604,-112,16692
03:17:17.742,0x201,1233,119,-238,-8
03:17:17.769,0x101,1857,548,-144,16808
03:17:17.790,0x201,1232,135,-225,18
03:17:17.811,0x101,1857,516,-64,16676
03:17:17.834,0x201,1233,139,-221,-7
03:17:17.859,0x101,1857,612,-92,16804
03:17:17.881,0x201,1233,132,-243,16
03:17:17.904,0x101,1856,720,-44,16756
03:17:17.925,0x201,1232,122,-242,-3
03:17:17.947,0x101,1856,484,-136,16688
03:17:17.968,0x201,1232,121,-204,-4
03:17:17.989,0x101,1857,620,-140,16736
03:17:18.014,0x201,1233,138,-234,2
03:17:18.036,0x101,1857,584,-36,16924
03:17:18.061,0x201,1233,141,-238,5
03:17:18.083,0x101,1856,556,-196,16756
03:17:18.107,0x201,1233,139,-219,-13
03:17:18.132,0x101,1856,612,-68,16772
03:17:18.156,0x201,1232,146,-231,0
03:17:18.179,0x101,1857,496,-148,16688
03:17:18.200,0x201,1233,159,-235,-1
03:17:18.221,0x101,1856,580,-240,16644
03:17:18.242,0x201,1233,139,-225,8
03:17:18.266,0x101,1856,596,-32,16788
03:17:18.289,0x201,1232,124,-222,-9
03:17:18.312,0x101,1857,700,-96,16848
03:17:18.334,0x201,1233,137,-229,-4
03:17:18.357,0x101,1856,504,36,16684
03:17:18.378,0x201,1233,129,-218,-4
03:17:18.404,0x101,1856,616,-24,16732
03:17:18.426,0x201,1232,133,-218,-9
03:17:18.448,0x101,1856,656,-60,16644
03:17:18.472,0x201,1232,135,-208,-7
03:17:18.497,0x101,1857,636,-100,16804
03:17:18.521,0x201,1232,145,-231,5
03:17:18.542,0x101,1857,532,-196,16760
03:17:18.563,0x201,1233,143,-233,-29
03:17:18.589,0x101,1857,512,-76,16776
03:17:18.611,0x201,1232,131,-240,0
03:17:18.634,0x101,1856,520,-72,16736
03:17:18.656,0x201,1233,145,-243,-2
03:17:18.681,0x101,1857,652,-100,16760
03:17:18.703,0x201,1233,133,-255,-13
03:17:18.725,0x101,1856,504,-88,16592
03:17:18.748,0x201,1233,124,-231,37
03:17:18.769,0x101,1856,576,-192,16828
03:17:18.793,0x201,1232,144,-227,-30
03:17:18.817,0x101,1856,1380,-456,14648
03:17:18.840,0x201,1232,331,2319,-416
03:17:18.861,0x101,1856,1404,-632,13152
03:17:18.883,0x201,1232,229,-429,126
03:17:18.905,0x101,1856,1020,116,15456
03:17:18.926,0x201,1232,-252,392,-97
03:17:18.948,0x101,1857,292,144,18300
03:17:18.971,0x201,1232,183,-710,-5
03:17:18.993,0x101,1857,820,-188,15596
03:17:19.019,0x201,1232,-52,299,-23
03:17:19.040,0x101,1856,288,56,18216
03:17:19.062,0x201,1232,138,-460,-8
03:17:19.084,0x101,1856,528,-164,15368
03:17:19.107,0x201,1233,58,-46,7
03:17:19.128,0x101,1856,888,-52,17332
03:17:19.149,0x201,1233,135,-283,-28
03:17:19.175,0x101,1857,432,-52,15956
03:17:19.200,0x201,1232,126,-228,-9
03:17:19.221,0x101,1857,804,-96,16964
03:17:19.242,0x201,1232,158,-185,-8
03:17:19.263,0x101,1856,460,-156,16452
03:17:19.288,0x201,1232,167,-281,5
03:17:19.309,0x101,1857,664,-112,16504
03:17:19.329,0x201,1232,125,-124,-25
03:17:19.350,0x101,1857,644,-80,16804
03:17:19.371,0x201,1232,140,-283,-17
03:17:19.392,0x101,1856,624,-124,16220
03:17:19.413,0x201,1232,110,-160,-4
03:17:19.436,0x101,1856,652,-100,17000
03:17:19.457,0x201,1232,150,-248,-13
03:17:19.478,0x101,1857,640,-172,16428
03:17:19.500,0x201,1233,132,-193,-5
03:17:19.521,0x101,1857,688,-32,16724
03:17:19.545,0x201,1233,141,-179,-5
03:17:19.568,0x101,1857,584,-172,16752
03:17:19.589,0x201,1233,123,-235,-13
03:17:19.612,0x101,1857,544,-84,16692
03:17:19.643,0x201,1232,121,-175,-8
03:17:19.671,0x101,1857,584,-28,16716
03:17:19.696,0x201,1233,154,-241,14
03:17:19.719,0x101,1857,652,-168,16500
03:17:19.740,0x201,1232,129,-184,15
03:17:19.764,0x101,1856,592,-136,16792
03:17:19.785,0x201,1232,168,-238,-11
03:17:19.808,0x101,1856,496,-136,16592
03:17:19.831,0x201,1233,126,-209,-16
03:17:19.853,0x101,1857,616,-176,16716
03:17:19.876,0x201,1232,124,-197,-13
03:17:19.898,0x101,1857,576,-68,16584
03:17:19.920,0x201,1232,157,-220,-7
03:17:19.941,0x101,1856,564,36,16792
03:17:19.963,0x201,1232,138,-204,-6
03:17:19.983,0x101,1856,528,-96,16736
03:17:20.004,0x201,1232,158,-239,-15
03:17:20.028,0x101,1856,704,-28,16664
03:17:20.049,0x201,1233,138,-238,-3
03:17:20.070,0x101,1857,604,-140,16644
03:17:20.091,0x201,1233,139,-250,-11
03:17:20.111,0x101,1857,532,-16,16608
03:17:20.133,0x201,1233,129,-233,-12
03:17:20.155,0x101,1856,552,12,16676
03:17:20.180,0x201,1232,118,-232,-2
