Timestamp,ID,Sensor1,Sensor2,Sensor3,Sensor4
03:31:21.123,0x101,576,80,-488,16252
03:31:21.124,0x201,305,137,-209,-23
03:31:21.147,0x101,577,72,-376,16436
03:31:21.147,0x201,305,139,-222,-4
03:31:21.169,0x101,576,-84,-424,16332
03:31:21.170,0x201,305,130,-217,-12
03:31:21.192,0x101,576,84,-460,16316
03:31:21.193,0x201,304,152,-242,-26
03:31:21.216,0x101,576,124,-456,16384
03:31:21.216,0x201,304,145,-203,-3
03:31:21.239,0x101,577,92,-536,16288
03:31:21.240,0x201,305,145,-235,-15
03:31:21.261,0x101,576,120,-400,16340
03:31:21.262,0x201,305,146,-226,5
03:31:21.285,0x101,576,268,-448,16248
03:31:21.285,0x201,305,142,-207,-8
03:31:21.308,0x101,576,208,-504,16224
03:31:21.313,0x201,305,134,-227,3
03:31:21.330,0x101,576,192,-440,16288
03:31:21.331,0x201,305,126,-226,-27
03:31:21.354,0x101,576,80,-552,16244
03:31:21.358,0x201,304,133,-234,0
03:31:21.377,0x101,577,256,-484,16316
03:31:21.378,0x201,304,148,-224,3
03:31:21.400,0x101,576,108,-532,16260
03:31:21.400,0x201,304,125,-238,-17
03:31:21.426,0x101,576,152,-436,16272
03:31:21.427,0x201,304,146,-227,-27
03:31:21.446,0x101,577,92,-428,16288
03:31:21.446,0x201,304,121,-236,1
03:31:21.468,0x101,576,192,-488,16184
03:31:21.469,0x201,304,149,-222,3
03:31:21.491,0x101,577,36,-512,16364
03:31:21.492,0x201,304,137,-227,-15
03:31:21.514,0x101,576,68,-508,16200
03:31:21.515,0x201,304,137,-226,3
03:31:21.537,0x101,576,68,-512,16284
03:31:21.539,0x201,305,125,-218,1
03:31:21.561,0x101,576,232,-496,16352
03:31:21.564,0x201,304,116,-218,-10
03:31:21.583,0x101,576,124,-528,16296
03:31:21.584,0x201,305,144,-234,-14
03:31:21.607,0x101,577,76,-524,16272
03:31:21.608,0x201,305,142,-223,-7
03:31:21.629,0x101,577,80,-504,16244
